species,tissueType,tissuetype_id,clusterName,celltype_id,gene_MSU,gene,Marker_resource,PMID,Note_gene_type
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g403602,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g622001,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g25484,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g07090,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g30090,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g31010,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g107801,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g470341,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g377691,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g50340,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g559601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g284801,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g387101,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g06490,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g401891,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g08090,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g37010,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g257801,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g441081,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g553201,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g34650,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g089801,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g455901,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g48080,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g35470,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g05810,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g513901,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g24020,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g17870,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g40830,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g085502,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g45220,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g28170,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g41124,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g08810,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g64100,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g12010,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g079301,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g447101,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g67870,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g523141,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g01960,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g22720,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g19410,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g038601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g41000,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g14690,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g399302,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g06020,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g36170,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g068301,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g365201,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os11g25560,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g41870,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g31700,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g444602,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g40130,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g41320,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g452601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g029001,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g37180,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g14490,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g55780,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g50174,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g30210,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g28610,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g27720,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g21920,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g54150,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g49950,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g167441,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g07370,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g56400,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g09740,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g49370,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g15170,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g47980,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g395501,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g37490,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g12782,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g482101,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g337102,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g55140,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g50000,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g03190,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g57560,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g464501,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g32043,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g33080,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g30580,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g51210,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g533201,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g25330,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g47200,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g58550,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g17280,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g42064,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g46830,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g52050,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g48110,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g18650,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g34325,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g03280,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g046191,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g45430,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g46260,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g13890,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g50540,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os11g11890,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g29350,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g34430,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g452501,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g50620,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g45120,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g322401,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g316601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g31924,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g09660,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g33860,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g43540,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g16900,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g55940,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g084201,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g33210,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g198901,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g10450,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g35540,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g35770,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g47130,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g05670,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g36410,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g20570,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g50390,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g19910,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os11g06340,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g42890,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g42900,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g37410,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g45860,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g06640,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g33070,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g067102,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g529001,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g072601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g54340,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g19800,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g23620,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g265201,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g40470,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os11g02600,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g37930,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g19452,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g371101,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g33500,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g44710,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g36350,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g42650,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g26500,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g26400,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g32560,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g39520,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g096402,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g212101,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g586301,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os08g334601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g11450,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g40890,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g34100,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g325101,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g13030,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g460701,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g05130,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g407791,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g113401,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g45900,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g46640,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g41180,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g48890,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os12g37840,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g49270,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g49240,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os06g01630,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g130502,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g33080,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g26840,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g071601,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os11g39220,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g333801,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g05570,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g581301,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g188001,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g085001,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g441701,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g404801,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g41220,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g390901,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os10g40390,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os07g235701,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g64110,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g35200,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os09g203501,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os04g49510,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g72610,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g32380,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os05g34830,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g530401,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g07490,,scRNA-seq,33352304,Tissue enriched gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os01g427301,,scRNA-seq,33352304,Tissue enriched gene
