species,tissueType,tissuetype_id,clusterName,celltype_id,gene_MSU,gene,Marker_resource,PMID,Note_gene_type
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g01290,,Experimental,29514259,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g01290,,Experimental,29514259,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,phloem,PO0005417,LOC_Os01g02000,Os01g0110100,Experimental,32484878,Cell-Marker gene
Oryza_sativa,stem,PO0009047,stem,PO0009047,LOC_Os01g02000,Os01g0110100,Experimental,32484878,Cell-Marker gene
Oryza_sativa,flower,PO0009046,inner integument,PO0020022,LOC_Os01g02000,Os01g0110100,Experimental,32484878,Cell-Marker gene
Oryza_sativa,flower,PO0009046,integument,PO0020021,LOC_Os01g02000,Os01g0110100,Experimental,32484878,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g02120,Os01g0111600,Experimental,32170894,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g02120,Os01g0111600,Experimental,32170894,Cell-Marker gene
Oryza_sativa,root,PO0009005,shoot,PO0000042,LOC_Os01g02890,,Experimental,21928114,Cell-Marker gene
Oryza_sativa,flower,PO0009046,floral organ,PO0025395,LOC_Os01g03840,,Experimental,19453444,Cell-Marker gene
Oryza_sativa,flower,PO0009046,stigma,PO0009073,LOC_Os01g05790,,Experimental,30675653,Cell-Marker gene
Oryza_sativa,root epidermis,PO0006036,root hair cell,PO0000256,LOC_Os01g07060,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g10110,Os01g0197700,Experimental,32616661,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g10110,Os01g0197700,Experimental,32616661,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g10110,Os01g0197700,Experimental,33450933,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g10110,Os01g0197700,Experimental,33450933,Cell-Marker gene
Oryza_sativa,flower,PO0009046,carpel,PO0009030,LOC_Os01g10504,Os01g0201700,Experimental,30715478,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g10504,Os01g0201700,Experimental,30715478,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovule,PO0020003,LOC_Os01g10504,Os01g0201700,Experimental,30715478,Cell-Marker gene
Oryza_sativa,flower,PO0009046,flower,PO0009046,LOC_Os01g10504,,Experimental,16326928,Cell-Marker gene
Oryza_sativa,flower,PO0009046,flower,PO0009046,LOC_Os01g10504,,Experimental,9869408,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g10504,,Experimental,21297036,Cell-Marker gene
Oryza_sativa,flower,PO0009046,floral organ,PO0025395,LOC_Os01g10504,,Experimental,21444646,Cell-Marker gene
Oryza_sativa,flower,PO0009046,inflorescence,PO0009049,LOC_Os01g10504,,Experimental,23300256,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,leaf guard cell,PO0025237,LOC_Os01g11250,Os01g0210700,Experimental,23967316,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g12070,,Experimental,17056619,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g12410,Os01g0223800,Experimental,31779898,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g14540,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g14650,Os01g0248900,Experimental,24124527,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g15340,,Experimental,16173467,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,metaxylem,PO0000372,LOC_Os01g15610,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root stele,PO0020124,LOC_Os01g15830,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root endodermis,PO0005059,LOC_Os01g16890,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,24755456,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,24894043,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,24894043,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,28262713,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os01g18870,Os01g0293100,Experimental,28262713,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,29432414,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,28769961,Cell-Marker gene
Oryza_sativa,flower,PO0009046,tapetum,PO0025313,LOC_Os01g18870,Os01g0293100,Experimental,28769961,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g18870,Os01g0293100,Experimental,30610522,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g20030,Os01g0306400,Experimental,32771171,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g20030,Os01g0306400,Experimental,32771171,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,xylem,PO0005352,LOC_Os01g20160,Os01g0307500,Experimental,32664377,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g24460,Os01g0346900,Experimental,30824000,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g24460,Os01g0346900,Experimental,30824000,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g24460,,Experimental,29514259,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g24460,,Experimental,30824000,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g24460,,Experimental,29514259,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g24460,,Experimental,30824000,Cell-Marker gene
Oryza_sativa,shoot apex,PO0000037,shoot apical meristem,PO0020148,LOC_Os01g34350,,Experimental,12750344,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g39850,,Experimental,29514259,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g39850,,Experimental,29514259,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g44220,Os01g0633100,Experimental,24747952,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g44220,Os01g0633100,Experimental,24747952,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os01g44220,Os01g0633100,Experimental,27297991,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g44220,Os01g0633100,Experimental,27297991,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g44220,Os01g0633100,Experimental,27957808,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen tube cell,PO0025195,LOC_Os01g45990,Os01g0648000,Experimental,32114250,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g45990,,Experimental,12602892,Cell-Marker gene
Oryza_sativa,flower,PO0009046,stigma,PO0009073,LOC_Os01g46850,,Experimental,30675653,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g47690,,Experimental,24410953,Cell-Marker gene
Oryza_sativa,flower,PO0009046,awn,PO0025349,LOC_Os01g48060,,Experimental,24330191,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os01g48410,Os01g0675000,Experimental,32131749,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g48410,Os01g0675000,Experimental,32131749,Cell-Marker gene
Oryza_sativa,root,PO0009005,root endodermis,PO0005059,LOC_Os01g48770,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g49830,Os01g0693400,Experimental,32554473,Cell-Marker gene
Oryza_sativa,flower,PO0009046,carpel,PO0009030,LOC_Os01g49830,Os01g0693400,Experimental,32554473,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g49830,Os01g0693400,Experimental,32554473,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g50820,,Experimental,21486304,Cell-Marker gene
Oryza_sativa,flower,PO0009046,floral organ,PO0025395,LOC_Os01g52680,,Experimental,22891238,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,flower meristem,PO0000229,LOC_Os01g52680,,Experimental,25081486,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,vascular system,PO0000034,LOC_Os01g54270,,Experimental,17655651,Cell-Marker gene
Oryza_sativa,flower,PO0009046,spikelet,PO0009051,LOC_Os01g54810,,Experimental,24085578,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g57890,,Experimental,12091716,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,embryo endodermis,PO0005015,LOC_Os01g59120,,Experimental,19921249,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g59660,Os01g0812000,Experimental,32149461,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g59660,,Experimental,14688295,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g59660,,Experimental,20590996,Cell-Marker gene
Oryza_sativa,seed,PO0009010,seed,PO0009010,LOC_Os01g60770,,Experimental,11030545,Cell-Marker gene
Oryza_sativa,flower,PO0009046,spikelet,PO0009051,LOC_Os01g61480,Os01g0831000,Experimental,33450933,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,inflorescence meristem,PO0000230,LOC_Os01g61480,Os01g0831000,Experimental,33450933,Cell-Marker gene
Oryza_sativa,flower,PO0009046,inflorescence,PO0009049,LOC_Os01g61480,,Experimental,11237465,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,inflorescence branch meristem,PO0009105,LOC_Os01g61480,,Experimental,13130077,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,inflorescence branch meristem,PO0009105,LOC_Os01g61480,,Experimental,21963665,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,inflorescence branch meristem,PO0009105,LOC_Os01g61480,,Experimental,19346465,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g62430,,Experimental,12091721,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,flower meristem,PO0000229,LOC_Os01g62990,Os01g0849100,Experimental,30062598,Cell-Marker gene
Oryza_sativa,flower,PO0009046,palea,PO0009038,LOC_Os01g62990,Os01g0849100,Experimental,30062598,Cell-Marker gene
Oryza_sativa,flower,PO0009046,lemma,PO0009037,LOC_Os01g62990,Os01g0849100,Experimental,30062598,Cell-Marker gene
Oryza_sativa,flower,PO0009046,carpel,PO0009030,LOC_Os01g62990,Os01g0849100,Experimental,30062598,Cell-Marker gene
Oryza_sativa,shoot apex,PO0000037,shoot apical meristem,PO0020148,LOC_Os01g63510,,Experimental,12904206,Cell-Marker gene
Oryza_sativa,root meristem,PO0006085,quiescent center,PO0020149,LOC_Os01g63510,,Experimental,12904206,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g63770,,Experimental,25311360,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g63770,,Experimental,26140668,Cell-Marker gene
Oryza_sativa,bud,PO0000055,axillary bud,PO0004709,LOC_Os01g65660,Os01g0878400,Experimental,30890663,Cell-Marker gene
Oryza_sativa,flower,PO0009046,stamen,PO0009029,LOC_Os01g66030,,Experimental,18378529,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g66590,Os01g0889400,Experimental,25324400,Cell-Marker gene
Oryza_sativa,bud,PO0000055,axillary bud,PO0004709,LOC_Os01g66690,Os01g0890900,Experimental,33169459,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,phloem,PO0005417,LOC_Os01g66690,Os01g0890900,Experimental,33169459,Cell-Marker gene
Oryza_sativa,shoot axis,PO0025029,shoot lateral meristem,PO0006344,LOC_Os01g67100,,Experimental,18538315,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,vascular system,PO0000034,LOC_Os01g67530,,Experimental,12011339,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,vascular leaf primordium,PO0000017,LOC_Os01g68000,,Experimental,16461585,Cell-Marker gene
Oryza_sativa,fruit,PO0009001,pericarp,PO0009084,LOC_Os01g68370,Os01g0911700,Experimental,33264008,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g68370,Os01g0911700,Experimental,33264008,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os01g68370,Os01g0911700,Experimental,33264008,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g68370,,Experimental,8193305,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os01g68370,,Experimental,8673344,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cortex,PO0000258,LOC_Os01g68589,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,flower,PO0009046,flower,PO0009046,LOC_Os01g68870,,Experimental,12897248,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g69020,Os01g0919200,Experimental,24550073,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os01g69020,Os01g0919200,Experimental,24550073,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,leaf mesophyll,PO0005645,LOC_Os01g69030,,Experimental,11027714,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os01g70440,,Experimental,16897470,Cell-Marker gene
Oryza_sativa,root,PO0009005,central root cap,PO0020130,LOC_Os01g73700,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os01g73729,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,metaxylem,PO0000372,LOC_Os01g73980,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g02170,Os02g0112100,Experimental,30970675,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g02170,,Experimental,21486304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g02190,,Experimental,21486304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g02540,,Experimental,16377757,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os02g02560,,Experimental,21113669,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g02820,Os02g0120500,Experimental,24755456,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g02820,Os02g0120500,Experimental,32391618,Cell-Marker gene
Oryza_sativa,flower,PO0009046,tapetum,PO0025313,LOC_Os02g02820,Os02g0120500,Experimental,32391618,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g02820,,Experimental,24894043,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os02g04840,,Experimental,23629836,Cell-Marker gene
Oryza_sativa,flower,PO0009046,nucellus,PO0020020,LOC_Os02g07430,,Experimental,22408076,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g10800,Os02g0202400,Experimental,32289640,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g10800,Os02g0202400,Experimental,32289640,Cell-Marker gene
Oryza_sativa,shoot meristematic apical cell,PO0030009,vascular shoot axis meristematic apical cell,PO0030024,LOC_Os02g13560,,Experimental,20180912,Cell-Marker gene
Oryza_sativa,native plant cell,PO0025606,epidermis,PO0005679,LOC_Os02g14120,,Experimental,22014207,Cell-Marker gene
Oryza_sativa,seed,PO0009010,seed,PO0009010,LOC_Os02g14720,Os02g0244100,Experimental,30367286,Cell-Marker gene
Oryza_sativa,fruit,PO0009001,fruit,PO0009001,LOC_Os02g14720,Os02g0244100,Experimental,30367286,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g15090,,Experimental,18980953,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g15350,Os02g0252400,Experimental,24046061,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g15350,Os02g0252400,Experimental,24046061,Cell-Marker gene
Oryza_sativa,seed,PO0009010,seed,PO0009010,LOC_Os02g15350,,Experimental,19473328,Cell-Marker gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os02g15700,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g15950,Os02g0260200,Experimental,33450933,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os02g17240,Os02g0272300,Experimental,32131749,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g17240,Os02g0272300,Experimental,32131749,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g18870,Os02g0290900,Experimental,32029522,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,leaf sheath,PO0020104,LOC_Os02g20540,Os02g0308400,Experimental,31481833,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,leaf epidermis,PO0006016,LOC_Os02g24080,,Experimental,17380428,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os02g26160,Os02g0459600,Experimental,32284546,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os02g26160,Os02g0459600,Experimental,32270203,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os02g26160,Os02g0459600,Experimental,32270203,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g26160,Os02g0459600,Experimental,32270203,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,leaf epidermis,PO0006016,LOC_Os02g31140,,Experimental,21954461,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g31290,Os02g0517531,Experimental,32303659,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os02g31290,Os02g0517531,Experimental,32303659,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g32950,Os02g0531600,Experimental,33450933,Cell-Marker gene
Oryza_sativa,seed,PO0009010,seed coat,PO0009088,LOC_Os02g33110,,Experimental,18713381,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g34680,,Experimental,8704128,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g35329,,Experimental,24663342,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g38230,Os02g0595900,Experimental,32071150,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g38230,,Experimental,21486304,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g38230,,Experimental,26644084,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g38260,Os02g0596200,Experimental,31073866,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g38260,Os02g0596200,Experimental,31073866,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g40784,Os02g0621300,Experimental,30237804,Cell-Marker gene
Oryza_sativa,flower,PO0009046,pollen,PO0025281,LOC_Os02g40784,Os02g0621300,Experimental,30237804,Cell-Marker gene
Oryza_sativa,flower,PO0009046,tapetum,PO0025313,LOC_Os02g40784,Os02g0621300,Experimental,30237804,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,leaf mesophyll,PO0005645,LOC_Os02g41860,,Experimental,18037610,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,phloem,PO0005417,LOC_Os02g42950,,Experimental,17676337,Cell-Marker gene
Oryza_sativa,shoot apex,PO0000037,shoot apical meristem,PO0020148,LOC_Os02g42950,,Experimental,17676337,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os02g43010,,Experimental,12684786,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g43410,,Experimental,19049971,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g44080,,Experimental,18037610,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g44310,Os02g0662000,Experimental,30103148,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g44310,,Experimental,7888615,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cortex,PO0000258,LOC_Os02g44310,,Experimental,33352304,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,bulliform cell,PO0004001,LOC_Os02g45250,,Experimental,21596949,Cell-Marker gene
Oryza_sativa,flower,PO0009046,palea,PO0009038,LOC_Os02g45770,Os02g0682200,Experimental,31919631,Cell-Marker gene
Oryza_sativa,fruit,PO0009001,fruit,PO0009001,LOC_Os02g45770,Os02g0682200,Experimental,31919631,Cell-Marker gene
Oryza_sativa,flower,PO0009046,lemma,PO0009037,LOC_Os02g45770,Os02g0682200,Experimental,31919631,Cell-Marker gene
Oryza_sativa,flower,PO0009046,glume,PO0009039,LOC_Os02g45770,Os02g0682200,Experimental,31806675,Cell-Marker gene
Oryza_sativa,flower,PO0009046,palea,PO0009038,LOC_Os02g45770,Os02g0682200,Experimental,31806675,Cell-Marker gene
Oryza_sativa,flower,PO0009046,lemma,PO0009037,LOC_Os02g45770,Os02g0682200,Experimental,31806675,Cell-Marker gene
Oryza_sativa,flower,PO0009046,lodicule,PO0009036,LOC_Os02g45770,Os02g0682200,Experimental,31806675,Cell-Marker gene
Oryza_sativa,flower,PO0009046,stamen,PO0009029,LOC_Os02g45770,Os02g0682200,Experimental,31806675,Cell-Marker gene
Oryza_sativa,flower,PO0009046,flower,PO0009046,LOC_Os02g45770,,Experimental,21784949,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,floral organ primordium,PO0025477,LOC_Os02g45770,,Experimental,22933119,Cell-Marker gene
Oryza_sativa,fruit,PO0009001,fruit,PO0009001,LOC_Os02g47280,Os02g0701300,Experimental,31020332,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os02g47280,Os02g0701300,Experimental,31020332,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g49410,Os02g0725900,Experimental,25178525,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g49410,Os02g0725900,Experimental,25178525,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g49410,Os02g0725900,Experimental,29514259,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os02g49410,Os02g0725900,Experimental,27803124,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g49410,Os02g0725900,Experimental,29514259,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os02g49410,Os02g0725900,Experimental,27803124,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g49840,Os02g0731200,Experimental,30886113,Cell-Marker gene
Oryza_sativa,flower,PO0009046,style,PO0009074,LOC_Os02g50110,Os02g0733900,Experimental,33031564,Cell-Marker gene
Oryza_sativa,flower,PO0009046,anther,PO0009066,LOC_Os02g50110,Os02g0733900,Experimental,33031564,Cell-Marker gene
Oryza_sativa,plant embryo,PO0009009,plant embryo,PO0009009,LOC_Os02g53660,Os02g0776600,Experimental,32409321,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os02g53680,,Experimental,11470540,Cell-Marker gene
Oryza_sativa,shoot apex,PO0000037,shoot apical meristem,PO0020148,LOC_Os02g56130,,Experimental,12783325,Cell-Marker gene
Oryza_sativa,fruit,PO0009001,fruit,PO0009001,LOC_Os02g56140,Os02g0805250,Experimental,30030651,Cell-Marker gene
Oryza_sativa,leaf,PO0025034,bundle sheath,PO0006023,LOC_Os02g56310,,Experimental,15753102,Cell-Marker gene
Oryza_sativa,shoot meristematic apical cell,PO0030009,vascular shoot axis meristematic apical cell,PO0030024,LOC_Os02g56310,,Experimental,15753102,Cell-Marker gene
Oryza_sativa,vascular system,PO0000034,xylem,PO0005352,LOC_Os02g56510,Os02g0809800,Experimental,32484878,Cell-Marker gene
Oryza_sativa,flower,PO0009046,nucellar epidermis,PO0008006,LOC_Os02g56510,Os02g0809800,Experimental,32484878,Cell-Marker gene
Oryza_sativa,flower,PO0009046,flower,PO0009046,LOC_Os02g56610,,Experimental,22203474,Cell-Marker gene
Oryza_sativa,flower,PO0009046,spikelet,PO0009051,LOC_Os02g56610,,Experimental,22203474,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,epidermal cell,PO0004013,LOC_Os02g57190,,Experimental,17289016,Cell-Marker gene
Oryza_sativa,shoot system meristem,PO0006079,leaf marginal meristem,PO0025405,LOC_Os02g58220,,Experimental,11470540,Cell-Marker gene
Oryza_sativa,shoot apex,PO0000037,shoot apical meristem,PO0020148,LOC_Os03g0140300,,Experimental,24498428,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os03g01700,Os03g0107300,Experimental,30641408,Cell-Marker gene
Oryza_sativa,seed,PO0009010,endosperm,PO0009089,LOC_Os03g03660,Os03g0128700,Experimental,31086492,Cell-Marker gene
Oryza_sativa,flower,PO0009046,plant ovary,PO0009072,LOC_Os03g03660,Os03g0128700,Experimental,31086492,Cell-Marker gene
Oryza_sativa,root,PO0009005,exodermis,PO0005772,LOC_Os03g05290,,Experimental,18037610,Cell-Marker gene
Oryza_sativa,root epidermis,PO0006036,root epidermis,PO0006036,LOC_Os03g05290,,Experimental,18037610,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os03g05510,Os03g0149100,Experimental,31369175,Cell-Marker gene
Oryza_sativa,root,PO0009005,root cap,PO0020123,LOC_Os03g05510,,Experimental,15759865,Cell-Marker gene
