TSSE_q10,TSSE_q50,TSSE_q90,UMI_q05,UMI_q95,UMI_q99,TSSE_LINE_used,UMI_MIN_suggest,UMI_MAX_suggest
3.7970689029048,4.694791861116296,5.435938330675173,46648.3,74750.0,88016.0,4.694791861116296,46648,88016
